section,id,name,nameJa,shortDescEn,descEn,shortDescJa,descJa
abilities,turboblaze,Turboblaze,ターボブレイズ,This Pokemon's moves and their effects ignore the Abilities of other Pokemon.,This Pokemon's moves and their effects ignore certain Abilities of other Pokemon. The Abilities that can be negated are Armor Tail, Aroma Veil, Aura Break, Battle Armor, Big Pecks, Bulletproof, Clear Body, Contrary, Damp, Dazzling, Disguise, Dry Skin, Earth Eater, Filter, Flash Fire, Flower Gift, Flower Veil, Fluffy, Friend Guard, Fur Coat, Good as Gold, Grass Pelt, Guard Dog, Heatproof, Heavy Metal, Hyper Cutter, Ice Face, Ice Scales, Illuminate, Immunity, Inner Focus, Insomnia, Keen Eye, Leaf Guard, Levitate, Light Metal, Lightning Rod, Limber, Magic Bounce, Magma Armor, Marvel Scale, Mind's Eye, Mirror Armor, Motor Drive, Multiscale, Oblivious, Overcoat, Own Tempo, Pastel Veil, Punk Rock, Purifying Salt, Queenly Majesty, Sand Veil, Sap Sipper, Shell Armor, Shield Dust, Simple, Snow Cloak, Solid Rock, Soundproof, Sticky Hold, Storm Drain, Sturdy, Suction Cups, Sweet Veil, Tangled Feet, Telepathy, Tera Shell, Thermal Exchange, Thick Fat, Unaware, Vital Spirit, Volt Absorb, Water Absorb, Water Bubble, Water Veil, Well-Baked Body, White Smoke, Wind Rider, Wonder Guard, and Wonder Skin. This affects every other Pokemon on the field, whether or not it is a target of this Pokemon's move, and whether or not their Ability is beneficial to this Pokemon.,相手の特性を無視して技を出せる。,相手の特性を無視して技を出せる。一部の特性（防弾、マジックガード等）を無効化する。
abilities,unaware,Unaware,てんねん,This Pokemon ignores other Pokemon's stat stages when taking or doing damage.,This Pokemon ignores other Pokemon's Attack, Special Attack, and accuracy stat stages when taking damage, and ignores other Pokemon's Defense, Special Defense, and evasiveness stat stages when dealing damage.,相手の能力変化を無視する。,自分への攻撃や、自分が攻撃する際に相手の能力ランクの変化を無視する。
abilities,unburden,Unburden,かるわざ,"Speed is doubled on held item loss; boost is lost if it switches, gets new item/Ability.","If this Pokemon loses its held item for any reason, its Speed is doubled as long as it remains active, has this Ability, and is not holding an item.",道具を失うと素早さが2倍になる。,持っている道具がなくなると素早さが2倍になる。道具を新しく持ったり交代すると元に戻る。
abilities,unnerve,Unnerve,きんちょうかん,"While this Pokemon is active, it prevents opposing Pokemon from using their Berries.","While this Pokemon is active, it prevents opposing Pokemon from using their Berries. This Ability activates before hazards and other Abilities take effect.",相手はきのみを使えなくなる。,場に出ている限り、相手は「きのみ」を使うことができなくなる。
abilities,unseenfist,Unseen Fist,ふかしのこぶし,This Pokemon's contact moves ignore a target's protection and deal 1/4 the usual damage.,This Pokemon's contact moves ignore a target's protection and deal 1/4 the usual damage.,直接攻撃は守りを貫通する。,直接攻撃（接触技）を使うとき、相手が「まもる」などで守っていてもダメージを与えることができる。
abilities,vesselofruin,Vessel of Ruin,わざわいのうつわ,Active Pokemon without this Ability have their Special Attack multiplied by 0.75.,Active Pokemon without this Ability have their Special Attack multiplied by 0.75.,自分以外の特攻が下がる。,場に出ている自分以外のポケモンの特攻が3/4になる。
abilities,victorystar,Victory Star,しょうりのほし,This Pokemon and its allies' moves have their accuracy multiplied by 1.1.,This Pokemon and its allies' moves have their accuracy multiplied by 1.1.,味方全体の命中率が上がる。,自分と味方の技の命中率が1.1倍になる。
abilities,vitalspirit,Vital Spirit,やるき,This Pokemon cannot fall asleep. Gaining this Ability while asleep cures it.,This Pokemon cannot fall asleep. Gaining this Ability while asleep cures it.,眠らなくなる。,眠り状態にならない。
abilities,voltabsorb,Volt Absorb,ちくでん,This Pokemon heals 1/4 of its max HP when hit by Electric moves; Electric immunity.,"This Pokemon is immune to Electric-type moves and restores 1/4 of its maximum HP, rounded down, when hit by an Electric-type move.",電気技を受けると回復する。,電気タイプの技を受けるとダメージを受けず、最大HPの1/4を回復する。
abilities,wanderingspirit,Wandering Spirit,さまようたましい,Pokemon making contact with this Pokemon have their Ability swapped with this one.,"Pokemon making contact with this Pokemon have their Ability swapped with this one. Does not affect Pokemon with the Abilities As One, Battle Bond, Comatose, Commander, Disguise, Embody Aspect, Hunger Switch, Ice Face, Illusion, Multitype, Neutralizing Gas, Poison Puppeteer, Power Construct, Protosynthesis, Quark Drive, RKS System, Schooling, Shields Down, Stance Change, Tera Shell, Tera Shift, Teraform Zero, Wonder Guard, Zen Mode, or Zero to Hero.",接触してきた相手と特性を入れ替える。,直接攻撃を受けたとき、その相手と自分の特性を入れ替える。
