section,id,name,nameJa,shortDescEn,descEn,shortDescJa,descJa
moves,focusblast,Focus Blast,,10% chance to lower the target's Sp. Def by 1.,Has a 10% chance to lower the target's Special Defense by 1 stage.,10%で相手の特防を1段階下げる。,"10%の確率で相手の特防ランクを1段階下げる。"
moves,focusenergy,Focus Energy,,Raises the user's critical hit ratio by 2.,Raises the user's chance for a critical hit by 2 stages. Fails if the user already has the effect. Baton Pass can be used to transfer this effect to an ally.,自分の急所率を2段階上げる。,"自分の急所ランクを2段階上げる。既に効果がある場合は失敗する。バトンタッチで効果を引き継げる。"
moves,focuspunch,Focus Punch,,Fails if the user takes damage before it hits.,The user loses its focus and does nothing if it is hit by a damaging attack this turn before it can execute the move.,攻撃を受けると失敗する。,"このターン、攻撃を受ける前にダメージを受けると失敗する。"
moves,followme,Follow Me,,The foes' moves target the user on the turn used.,"Until the end of the turn, all single-target attacks from the opposing side are redirected to the user. Such attacks are redirected to the user before they can be reflected by Magic Coat or the Magic Bounce Ability, or drawn in by the Lightning Rod or Storm Drain Abilities. Fails if it is not a Double Battle or Battle Royal. This effect is ignored while the user is under the effect of Sky Drop.",相手の技を自分に引き寄せる。,"そのターンの間、相手の単体対象の技をすべて自分に向ける。ダブルバトルやバトルロイヤルでのみ有効。"
moves,forestscurse,Forest's Curse,,Adds Grass to the target's type(s).,"Causes the Grass type to be added to the target, effectively making it have two or three types. Fails if the target is already a Grass type. If Trick-or-Treat adds a type to the target, it replaces the type added by this move and vice versa.",相手に草タイプを追加する。,"相手のタイプに草タイプを追加する。既に草タイプの場合は失敗する。"
moves,foulplay,Foul Play,,Uses target's Attack stat in damage calculation.,"Damage is calculated using the target's Attack stat, including stat stage changes. The user's Ability, item, and burn are used as normal.",相手の攻撃ステータスでダメージ計算。,"相手の攻撃ランクを反映した攻撃ステータスを使ってダメージを計算する。"
moves,freezedry,Freeze-Dry,,Super effective on Water.,This move's type effectiveness against Water is changed to be super effective no matter what this move's type is.,水タイプに対して抜群。,"タイプ相性に関わらず、水タイプに対して常に抜群になる。"
moves,frenzyplant,Frenzy Plant,,User cannot move next turn.,"If this move is successful, the user must recharge on the following turn and cannot select a move.",次ターン、自分は行動不能。,"この技が成功すると、次のターンは反動で行動できない。"
moves,frostbreath,Frost Breath,,Always results in a critical hit.,This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities.,必ず急所に当たる。,"相手が「おまじない」状態や、特性「カブトアーマー」「シェルアーマー」でない限り、必ず急所に当たる。"
moves,futuresight,Future Sight,,Hits two turns after being used.,"Deals damage two turns after this move is used. At the end of that turn, the damage is calculated at that time and dealt to the Pokemon at the position the target had when the move was used. If the user is no longer active at the time, damage is calculated based on the user's natural Special Attack stat, types, and level, with no boosts from its held item or Ability. Fails if this move or Doom Desire is already in effect for the target's position.",2ターン後にダメージを与える。,"使用した2ターン後に攻撃する。使用時の対象の位置に対してダメージが発生する。"
