section,id,name,nameJa,shortDescEn,descEn,shortDescJa,descJa
moves,stringshot,String Shot,,Lowers the foe(s) Speed by 2.,Lowers the target's Speed by 2 stages.,相手の素早さを2段階下げる。,"相手の素早さランクを2段階下げる。"
moves,struggle,Struggle,,User loses 1/4 of its max HP.,"Deals typeless damage to a random opposing Pokemon. If this move was successful, the user loses 1/4 of its maximum HP, rounded half up, and the Rock Head Ability does not prevent this. This move is automatically used if none of the user's known moves can be selected.",反動で最大HPの1/4ダメージを受ける。,"タイプなしのダメージを相手に与え、自分は最大HPの1/4のダメージを受ける（特性『いしあたま』でも防げない）。"
moves,strugglebug,Struggle Bug,,100% chance to lower the foe(s) Sp. Atk by 1.,Has a 100% chance to lower the target's Special Attack by 1 stage.,100%で相手の特攻を1段階下げる。,"100%の確率で相手の特攻ランクを1段階下げる。"
moves,stuffcheeks,Stuff Cheeks,,"Fails unless the user has a berry. User eats Berry, Def +2.","Fails if the user is not holding a Berry. The user eats its Berry and raises its Defense by 2 stages. This effect is not prevented by the Klutz or Unnerve Abilities, or the effects of Embargo or Magic Room.",きのみを食べて防御を2段階上げる。,"持ち物のきのみを食べて、自分の防御ランクを2段階上げる。"
moves,stunspore,Stun Spore,,Paralyzes the target.,Paralyzes the target.,相手を麻痺させる。,"相手を「まひ」状態にする。"
moves,substitute,Substitute,,User takes 1/4 its max HP to put in a substitute.,"The user takes 1/4 of its maximum HP, rounded down, and puts it into a substitute to take its place in battle. The substitute is removed once enough damage is inflicted on it, if the user switches out or faints, or if any Pokemon uses Tidy Up. Baton Pass can be used to transfer the substitute to an ally, and the substitute will keep its remaining HP. Until the substitute is broken, it receives damage from all attacks made by other Pokemon and shields the user from status effects and stat stage changes caused by other Pokemon. Sound-based moves and Pokemon with the Infiltrator Ability ignore substitutes. The user still takes normal damage from weather and status effects while behind its substitute. If the substitute breaks during a multi-hit attack, the user will take damage from any remaining hits. If a substitute is created while the user is trapped by a binding move, the binding effect ends immediately. Fails if the user does not have enough HP remaining to create a substitute without fainting, or if it already has a substitute.",HPの1/4を使い、身代わりを作る。,"最大HPの1/4を消費して身代わりを作る。身代わりは本体の代わりにダメージや状態異常を防ぐ。"
moves,suckerpunch,Sucker Punch,,Usually goes first. Fails if target is not attacking.,"Fails if the target did not select a physical attack, special attack, or Me First for use this turn, or if the target moves before the user.",先制攻撃。相手が攻撃技を選んでいないと失敗。,"優先度+1の先制技。相手が攻撃技を選択していない場合や、先に動いた場合は失敗する。"
moves,sunnyday,Sunny Day,,"For 5 turns, intense sunlight powers Fire moves.","For 5 turns, the weather becomes Sunny Day. The damage of Fire-type attacks is multiplied by 1.5 and the damage of Water-type attacks is multiplied by 0.5 during the effect. Lasts for 8 turns if the user is holding Heat Rock. Fails if the current weather is Sunny Day.",5ターンの間、晴れにする。,"5ターンの間、天候を「ひざしがつよい」にする。炎技の威力が1.5倍、水技の威力が0.5倍になる（あついいわ所持時は8ターン）。"
moves,supercellslam,Supercell Slam,,User is hurt by 50% of its max HP if it misses.,"If this attack is not successful, the user loses half of its maximum HP, rounded down, as crash damage. Pokemon with the Magic Guard Ability are unaffected by crash damage. Damage doubles and no accuracy check is done if the target has used Minimize while active.",外すと最大HPの50%の反動ダメージ。,"技が外れた場合、自分は最大HPの1/2のダメージを受ける。"
moves,superfang,Super Fang,,Does damage equal to 1/2 target's current HP.,"Deals damage to the target equal to half of its current HP, rounded down, but not less than 1 HP.",相手の残りHPを半分にする。,"相手の残りHPの1/2のダメージを与える。"
