section,id,name,nameJa,shortDescEn,descEn,shortDescJa,descJa
abilities,mindseye,Mind's Eye,しんがん,"Fighting, Normal moves hit Ghost. Accuracy can't be lowered, ignores evasiveness.",This Pokemon can hit Ghost types with Normal- and Fighting-type moves. Prevents other Pokemon from lowering this Pokemon's accuracy stat stage. This Pokemon ignores a target's evasiveness stat stage.,"ノーマル・かくとう技がゴーストタイプに当たる。命中率を下げられず、相手の回避率を無視する。","ノーマルタイプとかくとうタイプの技で、ゴーストタイプの相手にも攻撃できるようになる。また、相手の技や特性で自分の命中率を下げられず、相手の回避率の変化を無視して攻撃できる。"
abilities,minus,Minus,マイナス,"If an active ally has this Ability or the Plus Ability, this Pokemon's Sp. Atk is 1.5x.","If an active ally has this Ability or the Plus Ability, this Pokemon's Special Attack is multiplied by 1.5.","味方の「プラス」か「マイナス」が場に出ていると特攻が1.5倍になる。","味方のポケモンが「プラス」または「マイナス」の特性を持っている場合、自分の特攻が1.5倍になる。"
abilities,mirrorarmor,Mirror Armor,ミラーアーマー,"If this Pokemon's stat stages would be lowered, the attacker's are lowered instead.","When one of this Pokemon's stat stages would be lowered by another Pokemon, that Pokemon's stat stage is lowered instead. This effect does not happen if this Pokemon's stat stage was already -6. If the other Pokemon has a substitute, neither Pokemon has its stat stage lowered.","能力ランクを下げる技や特性を受けると、相手の能力ランクを下げる。","相手の技や特性によって自分の能力ランクを下げられるとき、その効果を跳ね返し、相手の能力ランクを下げる。自分が既にランク-6の場合は跳ね返せない。相手が身代わり状態の場合はどちらの能力も変化しない。"
abilities,mistysurge,Misty Surge,ミストメイカー,"On switch-in, this Pokemon summons Misty Terrain.","On switch-in, this Pokemon summons Misty Terrain.","場に出た時、ミストフィールドを展開する。","場に出た時、5ターンの間、場を「ミストフィールド」にする。"
abilities,moldbreaker,Mold Breaker,かたやぶり,This Pokemon's moves and their effects ignore the Abilities of other Pokemon.,This Pokemon's moves and their effects ignore certain Abilities of other Pokemon. The Abilities that can be negated are... (omitted for brevity),"相手の特性を無視して技を出せる。","相手の特性を無視して技を出すことができる。"
abilities,moody,Moody,ムラっけ,Boosts a random stat (except accuracy/evasion) +2 and another stat -1 every turn.,"This Pokemon has a random stat, other than accuracy or evasiveness, raised by 2 stages and another stat lowered by 1 stage at the end of each turn.","毎ターン終了時、ランダムに能力が上がり、ランダムに能力が下がる。","毎ターン終了時、自身の能力（命中・回避以外）の中から1つが2段階上がり、別の1つが1段階下がる。"
abilities,motordrive,Motor Drive,でんきエンジン,"This Pokemon's Speed is raised 1 stage if hit by an Electric move; Electric immunity.",This Pokemon is immune to Electric-type moves and raises its Speed by 1 stage when hit by an Electric-type move.,"電気技を受けると素早さが上がる。電気技は無効。","電気タイプの技を受けると、ダメージが無効化され、素早さが1段階上がる。"
abilities,moxie,Moxie,じしんかじょう,This Pokemon's Attack is raised by 1 stage if it attacks and KOes another Pokemon.,This Pokemon's Attack is raised by 1 stage if it attacks and knocks out another Pokemon.,"相手を倒すと攻撃が上がる。","相手を倒すと、攻撃が1段階上がる。"
abilities,multiscale,Multiscale,マルチスケイル,"If this Pokemon is at full HP, damage taken from attacks is halved.","If this Pokemon is at full HP, damage taken from attacks is halved.","HPが満タンの時、受けるダメージが半分になる。","自分のHPが満タンの時、相手から受けるダメージが半分になる。"
abilities,multitype,Multitype,マルチタイプ,"If this Pokemon is an Arceus, its type changes to match its held Plate.","If this Pokemon is an Arceus, its type changes to match its held Plate.","持っているプレートでタイプが変わる。","持っているプレートにより、自身のタイプが変わる。"
abilities,mummy,Mummy,ミイラ,Pokemon making contact with this Pokemon have their Ability changed to Mummy.,This Pokemon making contact with this Pokemon have their Ability changed to Mummy. Does not affect...","接触すると、相手の特性を「ミイラ」に変える。","接触した相手の特性を「ミイラ」に変える。"
abilities,myceliummight,Mycelium Might,きんしのちから,This Pokemon's Status moves go last in their priority bracket and ignore Abilities.,This Pokemon's Status moves ignore certain Abilities of other Pokemon, and go last among Pokemon using the same or greater priority moves.,"変化技を必ず後出しするが、相手の特性を無視する。","変化技を使う際、必ず後攻になるが、相手の特性を無視して効果を与えることができる。"
abilities,naturalcure,Natural Cure,しぜんかいふく,This Pokemon has its non-volatile status condition cured when it switches out.,This Pokemon has its non-volatile status condition cured when it switches out.","交代すると状態異常が治る。","手持ちに戻ると、状態異常がすべて治る。"
abilities,neuroforce,Neuroforce,ブレインフォース,This Pokemon's attacks that are super effective against the target do 1.25x damage.,This Pokemon's attacks that are super effective against the target have their damage multiplied by 1.25.","効果抜群の技の威力が1.25倍になる。","相手に対して効果抜群の技で攻撃した時、ダメージが1.25倍になる。"
abilities,neutralizinggas,Neutralizing Gas,かがくへんかガス,"While this Pokemon is active, Abilities have no effect.",This Pokemon while this Pokemon is active, Abilities have no effect. This Ability activates before...","場にいる限り、特性の効果を無効化する。","このポケモンが場にいる間、他のすべてのポケモンの特性の効果を無効化する。"
abilities,noguard,No Guard,ノーガード,Every move used by or against this Pokemon will always hit.,Every move used by or against this Pokemon will always hit.","お互いの技が必ず当たるようになる。","自分と相手が出す技が、すべて必ず当たるようになる。"
abilities,normalize,Normalize,ノーマルスキン,This Pokemon's moves are changed to be Normal type and have 1.2x power.,This Pokemon's moves are changed to be Normal type and have their power multiplied by 1.2. This effect comes before...","自分の技がすべてノーマルタイプになり威力が上がる。","自分の出す技がすべてノーマルタイプになり、威力が1.2倍になる。"
abilities,oblivious,Oblivious,どんかん,This Pokemon cannot be infatuated or taunted. Immune to Intimidate.,This Pokemon cannot be infatuated or taunted. Gaining this Ability while infatuated or taunted cures it. This Pokemon is immune to the effect of the Intimidate Ability.","メロメロ・挑発・威嚇を無効化する。","メロメロ状態や挑発状態にならず、相手の「いかく」も無効化する。"
abilities,opportunist,Opportunist,びんじょう,"When an opposing Pokemon has a stat stage raised, this Pokemon copies the effect.",When an opposing Pokemon has a stat stage raised, this Pokemon copies the effect.","相手の能力が上がると、自分も同じ能力を上げる。","相手の能力が上がった時、同じ能力を自分も上げる。"
