section,id,name,nameJa,shortDescEn,descEn,shortDescJa,descJa
moves,accelerock,Accelerock,,Usually goes first.,No additional effect.,先制攻撃を行う。,優先度+1の先制技。追加効果なし。
moves,acidarmor,Acid Armor,,Raises the user's Defense by 2.,Raises the user's Defense by 2 stages.,自分の防御を2段階上げる。,自分の防御ランクを2段階上げる。
moves,acidspray,Acid Spray,,100% chance to lower the target's Sp. Def by 2.,Has a 100% chance to lower the target's Special Defense by 2 stages.,100%で相手の特防を2段階下げる。,100%の確率で相手の特防ランクを2段階下げる。
moves,acrobatics,Acrobatics,,Power doubles if the user has no held item.,Power doubles if the user has no held item.,持ち物がないと威力が2倍になる。,持ち物を持っていない場合、威力が2倍になる。
moves,acupressure,Acupressure,,Raises a random stat of the user or an ally by 2.,Raises a random stat by 2 stages as long as the stat is not already at stage 6. The user can choose to use this move on itself or an adjacent ally. Fails if no stat stage can be raised or if used on an ally with a substitute.,自分か味方の能力をランダムに2段階上げる。,自分または隣接する味方の能力をランダムに2段階上げる。既に6段階上がっている能力は選ばれない。身代わり状態の味方には失敗する。
moves,aerialace,Aerial Ace,,This move does not check accuracy.,This move does not check accuracy.,必中攻撃。,必ず命中する。
moves,afteryou,After You,,The target makes its move right after the user.,"The target makes its move immediately after the user this turn, no matter the priority of its selected move. Fails if the target would have moved next anyway, or if the target already moved this turn.",相手の行動順を自分の直後にする。,対象のポケモンを、そのターンの自分の行動の直後に行動させる。対象が既にそのターン行動している場合や、次に行動する予定の場合は失敗する。
moves,agility,Agility,,Raises the user's Speed by 2.,Raises the user's Speed by 2 stages.,自分の素早さを2段階上げる。,自分の素早さランクを2段階上げる。
moves,aircutter,Air Cutter,,High critical hit ratio. Hits adjacent foes.,Has a higher chance for a critical hit.,急所に当たりやすい。,急所に当たりやすい。隣接する相手全員を攻撃する。
moves,airslash,Air Slash,,30% chance to make the target flinch.,Has a 30% chance to make the target flinch.,30%で相手をひるませる。,30%の確率で相手をひるませる。
moves,alluringvoice,Alluring Voice,,100% confuse target that had a stat rise this turn.,Has a 100% chance to confuse the target if it had a stat stage raised this turn.,能力が上がった相手を100%混乱させる。,そのターンに能力ランクが上がっている相手を100%の確率で混乱させる。
moves,allyswitch,Ally Switch,,User and ally swap positions; using again can fail.,"The user swaps positions with its ally. Fails if the user is the only Pokemon on its side. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails or if the user's last move used is not Ally Switch.",味方と位置を入れ替える。,自分と隣接する味方の位置を入れ替える。連続で使うと失敗しやすくなる。
moves,amnesia,Amnesia,,Raises the user's Sp. Def by 2.,Raises the user's Special Defense by 2 stages.,自分の特防を2段階上げる。,自分の特防ランクを2段階上げる。
moves,ancientpower,Ancient Power,,10% chance to raise all stats by 1 (not acc/eva).,"Has a 10% chance to raise the user's Attack, Defense, Special Attack, Special Defense, and Speed by 1 stage.",10%ですべての能力が1段階上がる。,10%の確率で自分の全能力ランク（攻撃・防御・特攻・特防・素早さ）を1段階上げる。
moves,appleacid,Apple Acid,,100% chance to lower the target's Sp. Def by 1.,Has a 100% chance to lower the target's Special Defense by 1 stage.,100%で相手の特防を1段階下げる。,100%の確率で相手の特防ランクを1段階下げる。
moves,aquacutter,Aqua Cutter,,High critical hit ratio.,Has a higher chance for a critical hit.,急所に当たりやすい。,急所に当たりやすい。
moves,aquajet,Aqua Jet,,Usually goes first.,No additional effect.,先制攻撃を行う。,優先度+1の先制技。追加効果なし。
moves,aquaring,Aqua Ring,,User recovers 1/16 max HP per turn.,"The user has 1/16 of its maximum HP, rounded down, restored at the end of each turn while it remains active. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down. If the user uses Baton Pass, the replacement will receive the healing effect.",毎ターン最大HPの1/16を回復。,毎ターン終了時に最大HPの1/16を回復する。回復量は「おおきなねっこ」で1.3倍になる。交代しても引き継がれる。
moves,aquastep,Aqua Step,,100% chance to raise the user's Speed by 1.,Has a 100% chance to raise the user's Speed by 1 stage.,100%で自分の素早さが1段階上がる。,100%の確率で自分の素早さランクが1段階上がる。
moves,aquatail,Aqua Tail,,No additional effect.,No additional effect.,特に追加効果なし。,特に追加効果なし。
moves,armorcannon,Armor Cannon,,Lowers the user's Defense and Sp. Def by 1.,Lowers the user's Defense and Special Defense by 1 stage.,自分の防御と特防が1段階下がる。,自分の防御ランクと特防ランクをそれぞれ1段階ずつ下げる。
moves,aromaticmist,Aromatic Mist,,Raises an ally's Sp. Def by 1.,Raises the target's Special Defense by 1 stage. Fails if there is no ally adjacent to the user.,味方の特防を1段階上げる。,味方の特防ランクを1段階上げる。
moves,assurance,Assurance,,Power doubles if target was damaged this turn.,"Power doubles if the target has already taken damage this turn, other than direct damage from Belly Drum, confusion, Curse, or Pain Split.",このターン相手がダメージを受けていると威力2倍。,このターン、対象が既にダメージを受けていると威力が2倍になる。
moves,attract,Attract,,A target of the opposite gender gets infatuated.,"Causes the target to become infatuated, making it unable to attack 50% of the time. Fails if both the user and the target are the same gender, if either is genderless, or if the target is already infatuated. The effect ends when either the user or the target is no longer active. Pokemon with the Oblivious Ability or protected by the Aroma Veil Ability are immune.",異性をメロメロにする。,対象をメロメロ状態にし、50%の確率で攻撃できなくする。性別が同じ、性別不明、または既にメロメロ状態の場合は失敗。
moves,aurasphere,Aura Sphere,,This move does not check accuracy.,This move does not check accuracy.,必中攻撃。,必ず命中する。
moves,aurawheel,Aura Wheel,,Morpeko: Electric; Hangry: Dark; 100% +1 Spe.,"Has a 100% chance to raise the user's Speed by 1 stage. If the user is a Morpeko in Full Belly Mode, this move is Electric type. If the user is a Morpeko in Hangry Mode, this move is Dark type. This move cannot be used successfully unless the user's current form, while considering Transform, is Full Belly or Hangry Mode Morpeko.",モルペコのフォルムでタイプ変化、素早さ1段階UP。,100%の確率で自分の素早さランクが1段階上がる。モルペコが「まんぷくもよう」ならでんきタイプ、「ハングリーもよう」ならあくタイプになる。
moves,auroraveil,Aurora Veil,,"For 5 turns, damage to allies halved. Snow only.","For 5 turns, the user and its party members take 0.5x damage from physical and special attacks, or 0.66x damage if in a Double Battle; does not reduce damage further with Reflect or Light Screen. Critical hits ignore this protection. It is removed from the user's side if the user or an ally is successfully hit by Brick Break, Psychic Fangs, or Defog. Brick Break and Psychic Fangs remove the effect before damage is calculated. Lasts for 8 turns if the user is holding Light Clay. Fails unless the weather is Snow.",雪天時、5ターン味方の受けるダメージ半減。,天気が「ゆき」の時のみ使用可能。5ターンの間、味方全員が受けるダメージを半減する（ダブルバトルでは0.66倍）。「ひかりのねんど」で8ターン持続。
moves,avalanche,Avalanche,,Power doubles if user is damaged by the target.,Power doubles if the user was hit by the target this turn.,このターンダメージを受けると威力2倍。,このターン、相手からダメージを受けていると威力が2倍になる。
moves,axekick,Axe Kick,,30% confusion. User loses 50% max HP if miss.,"Has a 30% chance to confuse the target. If this attack is not successful, the user loses half of its maximum HP, rounded down, as crash damage. Pokemon with the Magic Guard Ability are unaffected by crash damage.",30%で混乱。外すと最大HPの50%の反動。,30%の確率で相手を混乱させる。攻撃を外すと自分は最大HPの50%のダメージを受ける。
moves,babydolleyes,Baby-Doll Eyes,,Lowers the target's Attack by 1.,Lowers the target's Attack by 1 stage.,相手の攻撃を1段階下げる。,相手の攻撃ランクを1段階下げる。
moves,banefulbunker,Baneful Bunker,,Protects from moves. Contact: poison.,"The user is protected from most attacks made by other Pokemon during this turn, and Pokemon making contact with the user become poisoned. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",攻撃を防ぐ。触れた相手を毒にする。,相手の技を防ぐ。接触した相手を「どく」状態にする。連続で使うと失敗しやすくなる。
moves,batonpass,Baton Pass,,"User switches, passing stat changes and more.","The user is replaced with another Pokemon in its party. The selected Pokemon has the user's stat stage changes transferred to it, as well as the effects of confusion, Aqua Ring, Curse, Dragon Cheer, Embargo, Focus Energy, Gastro Acid, Heal Block, Ingrain, Leech Seed, Lock-On (Mind Reader), Magnet Rise, Perish Song, Power Trick, Telekinesis, and a substitute with its remaining HP. The effect of Gastro Acid is not transferred if the recipient has an Ability that cannot be affected.",交代して能力変化などを引き継ぐ。,控えのポケモンと交代する。その際、能力変化、混乱状態、各種補助効果を引き継ぐ。
moves,beakblast,Beak Blast,,Burns on contact with the user before it moves.,"If the user is hit by a contact move this turn before it can execute this move, the attacker is burned.",受ける前に接触されると相手を火傷にする。,この技を出す前に接触技を受けると、相手を「やけど」状態にする。
moves,beatup,Beat Up,,All healthy allies aid in damaging the target.,"Hits one time for the user and one time for each unfainted Pokemon without a non-volatile status condition in the user's party. The power of each hit is equal to 5+(X/10), where X is each participating Pokemon's base Attack; each hit is considered to come from the user.",味方全員で攻撃。,パーティの味方全員で攻撃する。状態異常のポケモンは参加しない。攻撃回数は味方の数に依存する。
moves,belch,Belch,,Fails unless the user has eaten a Berry.,"Fails unless the user has eaten a Berry, either by eating one that was held, stealing and eating one off another Pokemon with Bug Bite or Pluck, or eating one that was thrown at it with Fling. Once the condition is met, this move can be selected and used for the rest of the battle even if the user gains or uses another item or switches out. Consuming a Berry with Natural Gift does not count for the purposes of eating one.",きのみを食べた後のみ使用可能。,自分が木の実を食べた後でなければ失敗する。一度条件を満たせば、交代してもそのバトル中は使用可能。
moves,bellydrum,Belly Drum,,User loses 50% max HP. Maximizes Attack.,"Raises the user's Attack by 12 stages in exchange for the user losing 1/2 of its maximum HP, rounded down. Fails if the user would faint or if its Attack stat stage is 6.",最大HPの半分を削り攻撃を最大にする。,自分の最大HPの半分を削り、攻撃ランクを最大（6段階）まで上げる。
moves,bind,Bind,,Traps and damages the target for 4-5 turns.,"Prevents the target from switching for four or five turns (seven turns if the user is holding Grip Claw). Causes damage to the target equal to 1/8 of its maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Shed Tail, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field, or if the target uses Mortal Spin, Rapid Spin, or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",4〜5ターン拘束してダメージ。,4〜5ターンの間、相手を逃げられなくし、毎ターン終了時に最大HPの1/8のダメージを与える。
moves,bite,Bite,,30% chance to make the target flinch.,Has a 30% chance to make the target flinch.,30%でひるませる。,30%の確率で相手をひるませる。
moves,bitterblade,Bitter Blade,,User recovers 50% of the damage dealt.,"The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",与えたダメージの50%を回復。,与えたダメージの半分のHPを回復する。
moves,bittermalice,Bitter Malice,,100% chance to lower the target's Attack by 1.,Has a 100% chance to lower the target's Attack by 1 stage.,100%で相手の攻撃を1段階下げる。,100%の確率で相手の攻撃ランクを1段階下げる。
moves,blastburn,Blast Burn,,User cannot move next turn.,"If this move is successful, the user must recharge on the following turn and cannot select a move.",出した次のターンは行動できない。,使用した次のターンは行動できなくなる。
moves,blazekick,Blaze Kick,,High critical hit ratio. 10% chance to burn.,Has a 10% chance to burn the target and a higher chance for a critical hit.,急所に当たりやすく10%で火傷。,10%の確率で相手を「やけど」状態にし、急所に当たりやすい。
moves,blizzard,Blizzard,,10% chance to freeze foe(s). Can't miss in Snow.,"Has a 10% chance to freeze the target. If the weather is Snow, this move does not check accuracy.",10%で凍らせる。雪天時必中。,10%の確率で相手を「こおり」状態にする。天気が「ゆき」の時は必中。
moves,block,Block,,Prevents the target from switching out.,"Prevents the target from switching out. The target can still switch out if it is holding Shed Shell or uses Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends if either the user or the target leaves the field.",相手を逃げられなくする。,相手を逃げられなくする。
moves,bodypress,Body Press,,Uses user's Def stat as Atk in damage calculation.,"Damage is calculated using the user's Defense stat as its Attack, including stat stage changes. Other effects that modify the Attack stat are used as normal.",防御の数値を攻撃に用いる。,自分の防御の数値を攻撃として扱いダメージ計算を行う。
moves,bodyslam,Body Slam,,30% chance to paralyze the target.,Has a 30% chance to paralyze the target. Damage doubles and no accuracy check is done if the target has used Minimize while active.,30%で麻痺させる。,30%の確率で相手を「まひ」状態にする。相手が「ちいさくなる」状態だと必中し威力が2倍になる。
moves,bonerush,Bone Rush,,Hits 2-5 times in one turn.,"Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times. If the user is holding Loaded Dice, this move will hit 4-5 times.",2〜5回連続攻撃。,2〜5回連続で攻撃する。
moves,boomburst,Boomburst,,No additional effect. Hits adjacent Pokemon.,No additional effect.,追加効果なし。,特に追加効果なし。周囲のすべてのポケモンを攻撃する。
moves,bounce,Bounce,,Bounces turn 1. Hits turn 2. 30% paralyze.,"Has a 30% chance to paralyze the target. This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Gust, Hurricane, Sky Uppercut, Smack Down, Thousand Arrows, Thunder, and Twister, and Gust and Twister have doubled power when used against it. If the user is holding a Power Herb, the move completes in one turn.",1ターン目に跳ね、2ターン目に攻撃。30%で麻痺。,1ターン目に空へ飛び、2ターン目に攻撃する。30%の確率で相手を「まひ」状態にする。
moves,bravebird,Brave Bird,,Has 33% recoil.,"If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP.",与えたダメージの33%の反動を受ける。,与えたダメージの約33%の反動ダメージを自分が受ける。
moves,breakingswipe,Breaking Swipe,,100% chance to lower the foe(s) Attack by 1.,Has a 100% chance to lower the target's Attack by 1 stage.,100%で相手の攻撃を1段階下げる。,100%の確率で相手の攻撃ランクを1段階下げる。
moves,brickbreak,Brick Break,,"Destroys screens, unless the target is immune.","If this attack does not miss, the effects of Reflect, Light Screen, and Aurora Veil end for the target's side of the field before damage is calculated.",壁を破壊する。,「リフレクター」「ひかりのかべ」「オーロラベール」を破壊する。
moves,brutalswing,Brutal Swing,,No additional effect. Hits adjacent Pokemon.,No additional effect.,追加効果なし。,特に追加効果なし。周囲のポケモン全員を攻撃する。
moves,bugbite,Bug Bite,,User steals and eats the target's Berry.,"If this move is successful and the user has not fainted, it steals the target's held Berry if it is holding one and eats it immediately, gaining its effects even if the user's item is being ignored. Items lost to this move cannot be regained with Recycle or the Harvest Ability.",相手のきのみを奪って食べる。,相手の木の実を奪って食べる。
moves,bugbuzz,Bug Buzz,,10% chance to lower the target's Sp. Def by 1.,Has a 10% chance to lower the target's Special Defense by 1 stage.,10%で相手の特防を1段階下げる。,10%の確率で相手の特防ランクを1段階下げる。
moves,bulkup,Bulk Up,,Raises the user's Attack and Defense by 1.,Raises the user's Attack and Defense by 1 stage.,自分の攻撃と防御を1段階上げる。,自分の攻撃ランクと防御ランクを1段階ずつ上げる。
moves,bulldoze,Bulldoze,,100% chance lower adjacent Pkmn Speed by 1.,Has a 100% chance to lower the target's Speed by 1 stage.,100%で相手の素早さを1段階下げる。,100%の確率で相手の素早さランクを1段階下げる。
moves,bulletpunch,Bullet Punch,,Usually goes first.,No additional effect.,先制攻撃を行う。,優先度+1の先制技。追加効果なし。
moves,bulletseed,Bullet Seed,,Hits 2-5 times in one turn.,"Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times. If the user is holding Loaded Dice, this move will hit 4-5 times.",2〜5回連続攻撃。,2〜5回連続で攻撃する。
moves,burningjealousy,Burning Jealousy,,100% burns a target that had a stat rise this turn.,Has a 100% chance to burn the target if it had a stat stage raised this turn.,能力が上がった相手を100%火傷にする。,そのターンに能力ランクが上がっている相手を100%の確率で「やけど」状態にする。
moves,burnup,Burn Up,,User's Fire type becomes typeless; must be Fire.,"Fails unless the user is a Fire type. If this move is successful and the user is not Terastallized, the user's Fire type becomes typeless as long as it remains active.",ほのおタイプを失う。ほのおタイプのみ使用可能。,使用後、自分は「ほのお」タイプを失う。ほのおタイプのポケモンでなければ失敗する。
moves,calmmind,Calm Mind,,Raises the user's Sp. Atk and Sp. Def by 1.,Raises the user's Special Attack and Special Defense by 1 stage.,自分の特攻と特防を1段階上げる。,自分の特攻ランクと特防ランクを1段階ずつ上げる。
moves,ceaselessedge,Ceaseless Edge,,Sets a layer of Spikes on the opposing side.,"If this move is successful, it sets up a hazard on the opposing side of the field, damaging each opposing Pokemon that switches in, unless it is a Flying-type Pokemon or has the Levitate Ability. A maximum of three layers may be set, and opponents lose 1/8 of their maximum HP with one layer, 1/6 of their maximum HP with two layers, and 1/4 of their maximum HP with three layers, all rounded down. Can be removed from the opposing side if any Pokemon uses Tidy Up, or if any opposing Pokemon uses Mortal Spin, Rapid Spin, or Defog successfully, or is hit by Defog.",相手の場に「まきびし」を撒く。,攻撃後、相手の場に「まきびし」を設置する。
moves,charge,Charge,,"+1 SpD, user's next Electric move 2x power.","Raises the user's Special Defense by 1 stage. The user's next Electric-type attack will have its power doubled; the effect ends when the user is no longer active, or after the user attempts to use any Electric-type move besides Charge, even if it is not successful.",自分の特防を上げ、次の電気技の威力を2倍に。,自分の特防ランクを1段階上げ、次の電気技の威力を2倍にする。
moves,chargebeam,Charge Beam,,70% chance to raise the user's Sp. Atk by 1.,Has a 70% chance to raise the user's Special Attack by 1 stage.,70%で自分の特攻が1段階上がる。,70%の確率で自分の特攻ランクが1段階上がる。
moves,charm,Charm,,Lowers the target's Attack by 2.,Lowers the target's Attack by 2 stages.,相手の攻撃を2段階下げる。,相手の攻撃ランクを2段階下げる。
moves,chillingwater,Chilling Water,,100% chance to lower the target's Attack by 1.,Has a 100% chance to lower the target's Attack by 1 stage.,100%で相手の攻撃を1段階下げる。,100%の確率で相手の攻撃ランクを1段階下げる。
moves,chillyreception,Chilly Reception,,Starts Snow. User switches out.,"For 5 turns, the weather becomes Snow. The user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if there are no unfainted party members.",天気を雪にし、控えと交代。,天気を「ゆき」にする。その後、自分は控えのポケモンと交代する。
moves,circlethrow,Circle Throw,,Forces the target to switch to a random ally.,"If both the user and the target have not fainted, the target is forced to switch out and be replaced with a random unfainted ally. This effect fails if the target is under the effect of Ingrain, has the Suction Cups Ability, or this move hit a substitute.",相手を強制交代させる。,相手を強制的に交代させる。身代わり状態には無効。
moves,clangingscales,Clanging Scales,,Lowers the user's Defense by 1.,Lowers the user's Defense by 1 stage.,自分の防御が1段階下がる。,自分の防御ランクが1段階下がる。
